rec_id,given_name,surname,street_number,address_1,address_2,suburb,postcode,state,date_of_birth,age,phone_number,soc_sec_id,blocking_number
22180,jayden,west,22,kootingal street,,clayton,2221,wa,,33,07 63061118,9028331,1
13310,isabella,gavin,28,rodway street,finschafen,,4812,nsw,19841011,,04 71132945,4076606,9
8680,chloe,pinferi,14,yerra court,karoola park,lidcombe,4551,nsw,19940510,26,03 27918036,1895565,5
5410,jack,martin,4,howitt street,,malvern east,4507,nsw,19680217,39,03 46582142,7086870,3
17570,yasmin,gower,6,scantlebury crescent,,elwood,4211,nsw,19550409,,07 54333960,6225490,5
6630,chloe,weller,3,brinkley circuit,,mooloolaba,3044,nsw,19530702,37,03 75872681,6433662,0
11270,joshua,khchao,9,pandanus street,paradise stud,arndell park,5280,nsw,19240316,,03 23750291,1239953,6
22850,charlotte,chandler,157,hyndes crescent,,nundah,4343,vic,19310130,34,04 89351092,3400280,9
22960,nikki,pocock,17,verbrugghen street,,balwyn,2035,nsw,19771005,38,08 40180057,5934952,1
2020,kalli,gabrielson,2,alpen street,,marks point,2317,qld,19640526,27,03 16255994,2702146,5
20430,samuel,hrast,5,,,box hill,4213,,19750323,29,03 29079141,9788952,0
1400,ethan,king,13,chandler street,,gordonvale,5413,nsw,19930215,21,02 56879357,1846193,6
1060,joel,renshaw,40,hugh mckay crescent,arcadia park,alligator creek,5290,qld,19190313,,02 63504975,2621224,7
21750,luke,rosenzweig,90,yolla place,colonial surfside caravn park,st peters,4170,nsw,19640909,24,08 50456700,4654922,0
4140,claire,coultas,9,scoble place,queens lake village,rosebud,4054,nsw,19970118,,03 30236298,9778605,5
12060,jayde,irons,44,gosse street,,ballina,2614,,19010929,28,04 25278068,6693644,5
15150,tess,edwards,9,de chair street,,duncraig,2101,nsw,19950611,32,07 78586087,7309402,0
17060,finn,leach,10,phillip avenue,,telowie,4074,nsw,19670420,37,07 54804842,2836228,6
17760,cooper,panici,9,balala place,,st andrews,2259,qld,,33,08 39916208,4926833,3
4640,shane,jafari,57,alroy circuit,,orange,2170,qld,19090509,30,04 52218916,2325347,4
12470,tara,puopolo,15,benham street,,ballajura,7310,nsw,19301014,39,08 42650945,8580499,7
16480,thomas,siviour,5,wedgewood close,dugout 65,marrar,2441,qld,19400117,,02 03994704,4179910,9
21170,sophie,gallarello,183,,,mount martha,3427,nsw,19160602,29,02 22543838,9129396,7
7650,andrew,johnstone,44,badenoch crescent,,millicent,2652,vic,19970913,,04 13153702,5622554,9
23750,jesse,craven,4,blackham street,norillee,elsternwick,2422,nsw,19700620,,03 19603472,9630978,0
16490,luke,lucas,61,nymagee place,,karrinyup,6164,,19360419,,07 53063783,1015231,4
8880,benjamin,grillo,11,kent street,riverview,elwood,2747,vic,19150408,19,08 75600303,5164973,0
9240,jordan,miller,180,rapanea street,eventide village,ardeer,7010,sa,19240223,,04 91081141,4319509,9
400,emiily,,582,adcock place,relston park,balga,3034,wa,19470508,32,02 71737671,1865657,2
140,michael,dalbello,39,wattle street,,bundoora,5151,nsw,19040503,32,02 00759474,6389679,2
7780,lachlan,freeman,66,sheaffe street,,campbelltown,2615,nsw,19830924,,03 67594410,6498389,3
11760,alice,whiteley,73,kemsley place,pentlands,south west rocks,3124,vic,19681210,37,02 88316846,8835288,0
23500,harriet,bolton,273,lightfoot crescent,rock wallaby,leabrook,3818,vic,19650312,,03 91385646,1141402,3
18150,lara,sanders,16,,,jimboomba,5014,qld,19920912,28,02 74718697,1422168,4
19960,jarvis,jones,15,crisp circuit,tannhausen,hoppers crossing,2213,vic,19180214,34,08 76702752,6343471,9
4720,,kerr,56,kitchener street,louisa tor 1,cowra,3910,vic,19101212,,02 20432437,5285376,7
15180,joshua,hemmings,40,attwood close,,merrylands,3847,qld,19560311,33,,5776954,5
1530,chelsea,mouchet,173,hastings court,woongara,taylors lakes,6450,vic,,37,04 94128973,1761223,5
22050,jayden,lane,41,hargrave street,,somerset,6008,nsw,19420108,22,07 95109084,8250264,8
6070,jessica,luck,6,correa street,,goulburn,2103,,19760310,23,08 82213810,1700293,5
15560,emiily,coward,26,burkitt street,kurunba,lansdowne,6060,wa,19860417,,04 84152051,8179017,8
21970,bronte,rowett,2,springvale drive,,roseville,6160,,19700817,21,04 97825815,3648353,9
6930,georgia,warford,5,plant road,,broadford,2906,qld,19750811,,04 03545887,7145848,0
22590,kristen,dicker,37,dowthwaite street,,fairy meadow,2285,nsw,19220421,27,03 59972094,5674209,7
7440,nemesia,steen,8,,,ballina,3070,nsw,19050331,30,02 03215988,7749006,5
13860,danielle,sheppard,4,shepherdson place,,milsons point,3152,nsw,19551130,36,02 57744310,8102062,3
16280,mackenzie,wait,18,goyder street,harlestone,angaston,2232,vic,19550903,,07 93643723,2279565,7
19050,jack,moran,106,pedrail place,,st marys,2830,vic,19591012,36,08 91357570,1721300,4
2790,elizabeth,garrigan,1,teece place,itchycoo park,,7249,qld,19470418,30,07 64268043,5201024,7
20150,jacinta,vickers,10,bavin street,llandina,umina,2365,nsw,19090415,,02 30304244,7223768,7
12820,emiily,wang,25,mcintyre street,,callala bay,4132,nsw,19420102,,02 49453024,7984368,5
18940,zali,docking,71,brunswick circuit,,hellyer beach,5710,qld,19811226,38,07 26375047,6465545,6
16100,montana,pali,4,woden centre,,mareeba,6019,nsw,19650322,23,02 07341608,8248047,4
4910,matthew,howell,56,maranoa street,,warwick,2148,qld,19830402,30,03 44517162,3738275,0
16470,brooke,podger,212,mather street,mosslea,bellbowrie,2218,wa,19690521,,03 82745449,9759017,1
15750,mitchell,hawthorn,12,schwarz place,,sherwood,4161,nsw,19230328,28,02 57773323,7530589,3
6350,sophie,van dartel,14,dunstan street,waikikamukau,bald hills,3442,qld,19060410,25,04 26588972,8654586,1
22560,sophie,dixon,4,forrest place,grevillia grove,elsternwick,2233,nsw,19721006,33,,2190699,1
22340,jamie,branson,2,rawson street,,earlwood,6102,sa,19020606,,03 84814536,1017052,6
10760,tanyshah,nguyet,6,scott street,,jingili,3130,nt,19151204,32,08 76467308,8963029,8
13530,jessica,roeger,13,wongoola close,,alyangula,3185,vic,19650720,18,04 90296185,4516011,0
4250,ella,cook,2,sid barnes crescent,,port macquarie,0820,,19520423,22,08 20516919,9394626,8
11150,bianca,stiffle,13,arinya street,,fishing point,7008,nsw,19011204,18,04 88460717,9345486,4
23450,james,roberts,16,darling street,tyrol,glebe,3612,qld,19181014,26,08 34960946,7466861,9
5160,chantelle,linke,19,furey street,camrai village,oakleigh,3193,sa,19311021,,02 16846131,6203673,1
1440,chelsea,maynard,8,rivett street,,goulburn,2209,vic,19280302,38,08 31804227,3611533,0
12430,oliver,boulton,3,wakefield garden,,elwood,6076,,19460507,27,07 67221527,9364952,5
1260,samuel,keenan,3,leahy close,,bar beach,2800,nsw,19621107,22,07 17035829,3704033,7
20090,isabella,mason,12,macgregor street,,bushland beach,3342,vic,19190813,25,,7081082,7
14630,,aitken,488,ballumbir street,meebery,moorabbin,3148,nsw,19041127,23,03 28059757,5905460,7
6870,mitchell,drinkwater,8,bingara place,,swan hill,2042,wa,,28,02 94628384,8355344,7
19880,georgia,czyzewska,39,fitzhardinge crescent,,kogarah,3137,,,26,03 60357575,1249068,7
5530,tom,johnson,11,summerville crescent,,tallangatta,5045,wa,19970610,28,08 61936782,7481091,5
24360,ruby,drew,66,carrodus street,,cremorne,2428,nsw,19700917,31,02 85494693,9270638,3
21080,ashleigh,dunning,11,duffy street,acf cottages,south perth,4055,qld,,33,04 14076167,4839747,5
15970,nicholas,clayton,30,knox street,,footscray west,2324,nsw,,30,02 98857087,1011074,3
18410,marco,zimmermann,56,chuculba crescent,the ranch,villawood,3934,vic,19900404,26,04 39171242,1578900,0
13010,isabella,orgaz,457,tarrant crescent,,toowoomba,5161,nsw,19790828,29,,3897157,4
710,rupert,fairall,34,wearing street,,rostrevor,2170,wa,19220710,,07 37983445,7327528,0
9940,aiden,kain,2,torrens street,salt creek,bardon,4742,nsw,19600310,37,02 44703523,9853575,5
17790,kieren,ayers,49,byrne street,murrayside,coolah,2082,nsw,19151226,,04 89006597,8417576,3
230,livia,mcdonald,12,knox street,,bool lagoon,2141,,19000915,25,04 21383221,5992559,7
12700,joshua,quigley,10,lindrum crescent,,mudgeeraba,2204,nsw,19460804,26,07 25406873,3720831,3
7280,keeley,mcauley,7,scott street,,prospect,2605,qld,19210723,34,03 66469736,8800118,7
2180,james,luy,3,bruxner close,wahgunyah,tascott,6064,vic,19131011,26,02 85350013,6270697,1
10510,harrison,brown,31,gatton street,,brunswick heads,4116,qld,,29,08 87597533,2985767,1
16500,joshua,bailey,4,allan street,,eaglehawk,2502,nsw,19470127,30,04 24565812,7847076,3
19390,clodagh,oakes,10,joyner place,,redfern,4127,qld,19011127,30,08 36705070,9073431,8
14300,james,sarkany,2,osburn drive,myrtle cottage,mackay,3207,qld,19521010,,03 00854324,8376601,1
13830,leah,donaldson,53,marcus clarke street,milroy,gwandalan,5024,nsw,19410814,25,07 91716649,7365297,5
11600,tahni,butler,54,monaro crescent,allawah,preston,3073,nsw,19621119,23,07 82766087,9950837,1
23890,joshua,duffy,25,dent place,corrah,tweed heads south,3099,nsw,19361216,33,03 21631938,5432424,3
24480,jasmine,puntureri,2,macarthur avenue,,south lake,3356,vic,19210430,,04 29475268,7860421,4
10550,hayley,,3,,upstairs,sans souci,6152,nsw,19720922,33,03 71808478,2023336,8
20750,ruby,daish,15,forbes street,,lavington,2526,qld,19920225,31,04 45660268,8828114,5
10070,sam,,26,hooke place,,fremantle,3175,nsw,19880227,20,07 73875688,2923639,9
2770,john,heyes,104,,,salisbury east,4552,nsw,19541111,23,03 01313330,6363470,2
10620,emiily,ward,1,sulman place,,hawthorn,2607,nt,,30,08 85213271,2562470,9
10880,zachary,staggs,218,mcinnes street,oakdale,quirindi,2257,sa,19221101,33,03 53848134,4385314,9
4840,eliza,block,28,tenison-woods circuit,,mentone,2305,nsw,19801102,27,08 33904074,9746376,6
2820,alexis,macdonald,14,fellows street,,lavington,7018,nsw,19100803,31,04 62065831,6034447,9
21050,charles,mcclymont,275,,,currumbin waters,4570,nsw,19010607,28,08 66941460,7366749,8
13510,isabella,wright,4,gosse street,,port macquarie,2641,vic,19960223,33,08 82751646,1065835,1
510,clodagh,taylor,15,kosciusko avenue,eurunderee,clovelly park,2264,nsw,19280906,29,08 24855040,6958544,5
6620,imogen,muckray,35,morrow street,,mount gambier,2014,nsw,19920329,33,03 88060990,2859337,7
3430,liam,shaw,9,leahy close,loc 14738,reid,2039,nsw,19491012,39,04 85490642,1691741,7
6610,layla,vonk,,demaine crescent,,croydon,2322,nsw,19740226,40,02 12309807,6147715,6
11730,teneille,woolford,31,tyrrell circuit,,mildura,4012,sa,19990121,43,02 27871439,6021828,2
24580,hannah,hann,,calder crescent,,willagee,2090,,19820401,35,02 05460861,3706178,2
4810,jade,duffy,5,verbrugghen street,darlington park,hallett cove,3037,qld,19351208,,03 90427374,7302597,1
2050,jordan,suzki,1,harry hopman circuit,,albany creek,3165,nsw,,22,04 42136496,3707900,0
7010,amber,barrett,208,wattle street,,,2135,nsw,19250721,27,03 80852183,1183970,6
8600,samantha,rogers,47,ballumbir street,,hampton park,2103,,19340405,30,03 55880546,2892168,9
11360,jarred,maddock,108,mackey place,,port pirie,2136,nsw,19860416,37,04 57509346,4161465,1
6040,charlize,dowling,58,diamond street,cheverton,beaconsfield,6148,nt,19710129,30,03 37129209,9606743,8
20260,jarred,morris,10,boyland close,,erskineville,3150,sa,,36,03 36832849,7341963,8
19890,nicole,callins,42,namatjira drive,brooklin,beaumaris,4218,sa,19061225,27,02 72397860,9366223,8
21870,jesse,ly,209,howitt street,,bexley,4870,wa,19901127,,03 14866420,2276501,9
7610,rhett,withers,59,tatchell street,,black rock,2146,nsw,19460120,36,07 48878327,1202380,6
4450,imogen,billett,,appel crescent,,moe,2113,vic,19130705,33,04 62860150,9976607,7
9080,blake,cattanach,122,maranoa street,rowethorpe,narrabundah,2640,nsw,19050614,35,07 37611560,7370799,3
12960,robbie,hickey,1,investigator street,masonic vlge,sorrento,4220,act,19711008,,02 60324044,8034311,7
18140,brooke,taylor,27,goddard crescent,,dernancourt,2067,,19920808,26,08 25518968,4555363,0
12710,,roberts,8,currie crescent,,noosa heads,3064,sa,19141115,37,04 39503986,2514793,2
24440,ella,haylock,59,callaway crescent,,cooks hill,7173,tas,19290408,32,07 17431570,7021557,7
2990,brooke,seeley,12,smart place,,scarborough,5173,,19391109,26,07 51018470,3098052,0
5520,,egel,10,fremantle drive,,lambton north,2402,vic,19790613,,07 54538940,7100267,9
14070,tara,hayes,4,macadam street,,ovingham,6163,vic,19111113,,08 33308418,4402515,9
15690,jai,gray,14,pennefather street,,chatswood,3082,wa,19410304,18,08 89376562,4610621,4
10610,saskia,burke,24,kanga place,hopetoun vlge,mclaren vale,2299,nsw,19480815,33,07 31861426,1577477,4
11110,riley,mcdonald,10,hakea crescent,,runaway bay,2350,nsw,19291124,27,07 75512359,9894446,1
15610,jake,kastanos,37,kambalda crescent,,rye,2795,vic,19411014,26,02 83031299,4665342,3
19280,seamus,garde,47,abrahams crescent,juadine,plympton south,4500,nt,,34,08 52859944,4790834,7
17190,angus,hargraves,2,petterd street,,mount druitt,3030,tas,19940505,35,02 19674475,5491147,2
17620,nicholas,clark,29,jaeger circuit,,preston,3109,qld,,32,03 34245831,2002259,5
12840,mollie,gee,692,kambalda crescent,,safety beach,2250,nsw,19530825,31,03 99244565,7877982,9
19420,talia,green,3,harrison street,old rosewood,birmingham gardens,2281,,19400307,32,,6553637,9
23410,tristan,wilson,83,brownlow place,,mount lawley,3130,vic,,20,,2418054,8
12730,james,martin,12,tauss place,,paralowie,2484,vic,19690714,23,03 60022413,4336507,4
2290,lucy,bader,70,alroy circuit,,randwick,3114,nsw,19290417,26,07 64293472,5904925,9
15260,william,walsh,19,,,banksia,6147,,19840301,27,08 83670049,4960209,9
18860,jackson,hunter,18,newman street,,regents park,2782,tas,,34,02 52515466,5227631,5
12780,trevor,fenton,12,byles place,,annandale,2487,nsw,19310807,32,03 71521060,8353137,3
19500,lucas,moore,1,coppin place,bega flts,wamberal,6014,vic,19440808,30,08 20575191,2202515,4
690,liam,mcwilliam,55,jennings street,,langwarrin,4078,nsw,19830527,37,07 21562065,6433215,2
14130,charles,staltari,9,canaway place,,alstonville,2325,sa,,,04 67333022,6231668,5
13210,spencer,haynes,157,mcmaster street,holmwood,rutherglen,2263,wa,19040605,30,03 47934095,6963454,7
19650,kirra,galia,12,hazel smith crescent,compton village,rockdale,2042,qld,19691217,20,,5380144,5
7100,joe,eberhardt,11,fuller street,karingal homes,lockyer,3223,qld,19730930,24,02 72635869,1491646,2
22300,tyrone,hughes-jones,3,broadsmith street,,port macquarie,4500,,19130516,27,07 74670021,8861146,1
17690,joshua,peek,34,stuart street,,frankston,2148,,19250515,28,02 24856045,9990024,0
11830,trey,turnbull,30,kerrigan street,,knoxfield,3057,wa,19500920,33,04 47985067,1186095,9
14640,trevor,stringer,20,lutwyche street,sectn 6 crown allotment,vermont south,2284,nsw,19631110,36,04 81708149,5792300,9
3270,briley,curtis,13,castleton crescent,fairdale,guildford,3350,nsw,19551021,,02 62939794,6653410,9
16990,olivia,rhodes,233,baynton street,,hurstville,2131,,19120124,32,07 93849500,2989877,5
4430,bailey,morgans,7,clive steele avenue,,riverton,2170,nsw,19631014,29,07 29776256,9018652,8
4610,ellouise,parker,55,,circle valley farm,para vista,2088,,19990129,,03 71747257,9374412,3
8740,william,tan,46,clancy street,hobart private hospital (cnr argyle),lakemba,2549,qld,19620126,28,03 08759012,8467445,4
10520,emiily,bosnakis,15,kingston street,,watsonia,4812,qld,19570523,32,04 06503566,7508235,7
18900,hannah,pelham,128,eugenia street,,usher,2650,,19180808,,07 21310880,1548616,4
8130,chelsea,james,69,yarrow place,,corowa,2470,vic,19270520,26,08 54016306,6590139,0
7510,matthew,tripodi,17,moorhouse street,,collaroy,4215,qld,19430316,29,04 37564961,9854867,9
860,lauren,collins,32,alice jackson crescent,,como,2759,wa,19900519,21,08 99269154,9155350,3
13940,brianna,harding,54,,picton veterinary hosptl,beaufort,3673,nsw,19831113,31,08 42551069,4551306,7
600,madeleine,saunders,34,burnett street,,robertson,2680,sa,19391117,29,08 54207746,5435400,2
12190,william,simpson,310,,bellevue,liverpool,2518,vic,19881205,32,02 08088261,4072683,2
15680,dayna,jacobs,8,florence taylor street,ra 27170,toowoomba,4125,nsw,19250613,26,03 42645577,7788089,3
10040,brooke,atkinson,1,mort street,,parafield gardens,2528,nsw,19820611,31,03 21024920,2189203,1
14110,genevieve,mcdonald,40,pennefather street,,cottesloe,3126,nsw,19520515,29,08 92201041,7011335,7
7860,michaela,scott,30,lipscomb place,,tumbulgum,6148,nsw,19510313,21,08 53871506,9908749,4
9450,alex,rich,76,hytten place,,howard springs,3171,,19621107,,04 99795930,4455829,8
24330,hugo,copping,34,grainger circuit,sanctuary village,ferntree gully,2064,nsw,19050821,32,03 42498162,1489142,5
8790,phoebe,presley,28,gosse street,,moonah west,4127,wa,19700204,,04 80513128,2052398,8
8770,william,spooner,16,forbes street,,forrest beach,5073,nsw,19770211,,03 67114264,9346258,1
13320,eva,kimberley,19,mcleod place,,berala,3201,vic,,38,03 00901227,1576851,5
13620,brody,hill,27,buru close,,bombala,2223,qld,19030529,26,08 90871763,1743897,1
110,charles,hutton,29,symers street,apt 4,toowoomba,7117,nsw,19441213,24,08 49748930,1971035,6
22860,isabelle,brigg,101,heagney crescent,,lower king,4680,nsw,19011118,35,02 58506762,2957844,5
15210,jackson,burns,13,tubb place,,bundaberg north,6024,nsw,19041205,34,03 72352704,2017996,3
7970,georgia,pears,506,hattersley court,tragowel,safety beach,6107,vic,19740430,24,07 68636843,9482602,3
23570,kasey,,22,colvin street,wangi pt tourist park,springfield,3201,wa,19090903,23,07 08082346,9778637,7
22720,hugo,dawe,1,stillwell place,,bunbury,3012,qld,19980710,28,02 33422442,2366523,2
18780,kane,mills,192,ashburner street,,buderim,3338,nsw,19950903,30,07 99759009,8689655,2
23210,talissa,higgins,24,tallara parkway,,guyra,2067,vic,19011206,22,03 88599917,6899266,3
13390,emiily,culley,52,clift crescent,,liverpool,2763,,19490215,28,,8056595,9
11990,madison,lillo,28,hicks street,merunegal,toowoomba,4228,nsw,19920313,21,03 49110959,6240616,3
24000,joshua,heresztyn,91,stieglitz circuit,galbraith,miranda,2259,qld,19560530,27,03 43308380,7026815,9
8180,joel,wicklisse,8,hope street,,doonside,3152,nsw,19551023,31,08 81156177,9819754,3
12580,samantha,lamprey,12,ijong street,,taringa,5066,nsw,19700810,20,02 74093927,4573800,1
16710,david,mezzino,59,heard street,,currumbin waters,0860,,19580327,26,03 13269860,8022234,0
8200,gemma,jones,27,lyttleton crescent,,nambour,4103,,19910129,,04 51176406,5346125,1
9290,bridget,carr,6,templeton street,,northcote,2508,nsw,19600121,27,02 42808607,6659202,2
14610,ella,lock,26,jabanungga avenue,,flagstaff hill,5341,vic,19340624,33,08 06003266,3896586,2
8560,kira,backhouse,25,,bonnie doon,brunswick,6007,,19620624,,08 95412279,9320919,6
6830,sarah,o'flaherty,89,rivett street,netherleigh,loch sport,5045,vic,19810306,37,07 00676116,1474237,5
6460,alexandra,little,36,paloona place,canberra medical ecology centre,holland park west,6027,vic,19680318,30,04 63810729,3927819,9
8390,lachlan,kaul,37,hartung crescent,amaroo retrmnt vlge,plumpton,2040,nsw,19110201,,04 60829212,1163226,0
17530,serena,dunn,40,upton street,,northam,4880,vic,19010122,31,08 64476067,8653612,6
2930,mikayla,laing,9,beaumaris street,,fairfield west,4815,qld,19831027,22,02 88099663,7036972,7
12690,sam,mcdonald,31,knox street,wooroola,elsternwick,3125,nsw,19700508,29,03 95449696,1089583,1
24690,ruby,dighton,21,adair street,ron gol station,coopers plains,2763,qld,19330425,27,07 09757160,9584604,4
2690,matthew,ilad,398,st john crescent,telowar,byron bay,6560,,19080529,,04 74576823,5178296,4
1880,emiily,taylor,7,price place,oakey park,oakleigh,2141,nsw,19040127,29,07 99195982,3065004,9
18110,shannon,genge,159,crowder circuit,sunnydale cottage,theodore,4557,vic,19520621,31,03 75147133,2855587,0
8010,jessica,russo,44,riddell court,,ascot vale,3083,qld,19610319,36,04 33312027,4221783,5
15820,ryan,klouth,80,badimara street,oakvale,alderley,2483,qld,19850625,33,03 08354237,6495257,8
490,benjamin,ross,391,howe crescent,nelumie flats,killara,4122,nsw,,25,08 34655855,8956888,4
10570,benjamin,chigros,2,mandurah place,,,3170,,19551213,22,,2538742,2
21700,,jenkins,401,garsia street,,cabramatta,2213,vic,19031014,33,08 65903152,7095105,1
1860,,wilson,7,broadbent street,,raby,2850,qld,,31,08 21595428,6969739,8
2730,takeisha,jones,30,millen street,,brighton-le-sands,7310,qld,19680523,18,,9679265,9
23390,chase,williamson,12,birdwood street,,belmont,4160,,19461228,27,04 12759752,6916367,4
2430,imogen,worswick,10,limbunya street,,gosford,2906,,19130409,,03 47876443,9420236,6
14360,lauren,cousins,61,barnett close,,bowning,3144,nsw,19640403,,03 74228948,8739887,5
7370,emiily,olds,4,wyangala street,,toorak,2800,nsw,19860225,20,02 78563048,2255894,1
14820,william,bartholomaeus,37,marcus clarke street,,sunbury,7277,nsw,19610817,28,08 56532172,4446094,6
24870,daniel,tobitt,31,acraman place,cockatoo,conway beach,3181,nsw,19590909,30,08 19053699,5391015,5
9340,ella,reed,199,mackenzie street,wonbobbie,st leonards,2147,sa,19740304,,04 40632142,4683613,9
5470,ethan,hobby,6,bean crescent,,paddington,2261,nsw,19010915,25,03 80152943,3317421,0
640,sarah,morris,143,moir place,,boonah,4519,qld,19561012,24,08 59285092,9912487,0
5360,lara,skeen,65,lambrigg street,,upper mount gravatt,2145,vic,19940624,42,02 11229527,5896622,8
2190,sebastian,reid,119,stuart street,weaverham,bundarra,2120,wa,19920625,31,04 64194536,6099087,6
23260,samuel,jarrett,6,callister crescent,,forster,2299,nsw,19861209,29,03 51850802,4647577,4
3070,sascha,raymond,6,howard street,,cannon hill,3042,vic,,32,02 40447997,5159848,9
14180,cambell,jones,1,prescott street,,katoomba,4870,wa,,33,07 87391627,8700432,1
8420,luka,hargrave,51,currong street,,bendigo,3419,vic,,31,03 65799280,9169668,5
17160,adam,youd,31,mackellar crescent,,eagle vale,4122,nsw,19621030,,03 99879169,6027043,3
11790,teresa,kristiansen,29,melrose drive,,camden,4551,vic,19150612,24,02 14388855,7199484,9
14960,braedon,berrington,23,blair street,,chipping norton,3226,qld,19431111,27,07 73665550,3648991,9
270,lachlan,tormey,12,uriarra road,,east fremantle,2110,vic,19400524,30,04 21350771,5719692,1
6200,claudia,loy,10,,evana,cootamundra,4034,nsw,19880805,34,08 41747210,8240962,2
1760,joel,davey,7,moor place,,pymble,5214,nsw,19080901,26,08 76287763,7533261,0
21530,amy,crack,46,,villa 3,forrestfield,2450,qld,19401009,35,04 18579743,5296537,6
10700,jacinta,green,208,kelleway avenue,cardwell range,lower plenty,3318,nsw,19890408,33,02 54968585,8688212,1
1450,jye,sproule,105,wiburd street,,kew,3051,qld,19170820,,08 21039097,8125546,7
22540,shelbey,steele,12,fitzhardinge crescent,,keysborough,4300,nsw,19450318,,08 63555195,2452694,1
11560,amber,rogers,5,rivett street,,heckenberg,2250,sa,19420822,30,03 76555398,4690924,0
20200,lachlan,mcguffin,140,osburn drive,pine leigh,bega,2234,sa,,40,02 83882009,4546685,0
830,mitchell,fenn,111,coghill close,,healesville,4069,qld,19480427,27,03 85993621,6684824,9
13040,,oliver,106,moriarty street,glengollan,fairfield,3268,vic,19320607,,08 00505893,6018281,2
10320,james,dutch,7,bannerman place,,helensvale,2550,vic,19860930,29,08 01901631,6773140,1
19870,konstantinos,priest,271,gledden street,,cronulla,4350,nsw,19090820,35,02 37113317,1716359,1
20610,nathan,chun,475,draper crescent,,balmain,3690,nsw,,35,02 48544519,2313657,6
24380,emma,lalli,,buckley circuit,ravenlea,holland park,3805,nsw,19070213,22,07 08231905,5631848,2
16670,sam,pannowitch,8,piddington street,,preston west,2482,nsw,19960619,24,03 83718944,2575308,0
2590,connor,porteus,104,julia flynn avenue,looanga,dandenong,4815,,19790227,,04 59695107,3402700,4
18440,rhys,foster,7,trumble street,,largs bay,3223,vic,19421229,23,08 26734984,6312705,4
15540,luke,johnson,3,mules place,,collingwood,2641,nsw,19760212,,07 85090798,5652999,2
1180,eloise,bennet,14,cockle street,argyle garden vlge,dwellingup,2300,vic,19280226,28,02 93099941,1773442,3
7460,ethan,hogarth,19,biffin street,,geelong east,7325,qld,,26,03 68418099,2970060,2
12100,tyler,hopkins,58,,warra creek,clayton,,sa,19021022,33,04 52027533,5695562,7
9590,brigette,wright,7,macrobertson street,glencoe,jamboree heights,3155,qld,,31,03 84420699,7986864,4
5660,alex,waye,6,clara close,,glenbrook,2568,nsw,19730321,20,04 35957113,3159152,7
23900,grace,mace,256,hamelin crescent,millbank vlge,morayfield,2066,act,19371210,39,04 07034119,9379884,3
6980,abbey,perry,3,ballow crescent,,merimbula,3072,qld,19951025,,04 76468343,1144321,1
8550,samuel,bahr,2,patton place,boree,myrtle bank,2701,nsw,19071226,17,07 23461718,5698513,4
23660,joel,ngo,76,gascoyne circuit,,port lincoln,2794,,19230718,,02 20745226,4029572,6
20380,lauren,jamieson,1,diggles street,,forestville,6152,vic,19770119,17,08 28947965,2735633,1
13120,jacinta,lawson,460,mountain circuit,leeian,keilor east,2229,vic,19060110,28,08 73705909,5322203,8
15850,olivia,moody,,handasyde street,rowethorpe cygnet lodge,greenhill,4810,tas,19440301,27,08 25612718,9060926,3
920,jessica,warren,8,kurrama close,,werribee,4815,wa,19731115,32,07 50547896,9253364,0
18290,sam,cingel,16,,,torquay,2340,nsw,19650917,,03 73896539,4389994,9
1280,taylor,watkins,14,mccrae street,locn 1251,northwood,4674,nsw,19700217,38,08 30676220,4445837,6
6290,sophie,mason,6,mcclelland avenue,swan cottage homes,clyde,3207,vic,19750716,24,07 69089561,1852541,7
14470,samantha,klitscher,76,caladenia street,,dunlop,2026,wa,19541130,40,04 17571293,3403560,0
480,kate,taylor,6,hardman street,,narrabundah,6055,tas,19440822,31,08 48097619,1049332,7
10120,alexander,mckay,18,maxworthy street,,frankston,2871,,19590910,29,02 44123445,5976954,8
15890,kade,critchley,33,,leeming retirement village,rossville,2065,vic,19690316,32,08 48366314,2571768,5
24920,jarred,fagan,33,leach street,,brookfield,4217,nsw,19010912,32,04 39456695,1769497,3
12670,tayla,burgess,4,oakey creek road,,delahey,0810,nsw,19970603,,04 14052500,7187368,4
8270,daniel,anderson,1044,shearer place,,northmead,4118,vic,19800129,20,04 10651732,7584029,1
18000,georgia,richards,13,masonic retirement vlge,cairns bay,connolly,3021,vic,19760712,,03 94100517,3065217,8
3080,alexander,norsworthy,5,ebeling court,,langwarrin,3029,,19440218,,02 37515827,2422147,6
21800,deakin,geary,25,gleadow street,burrapine,echuca,5022,,19450416,25,08 65061232,4908732,3
18720,ruby,cawley,13,pethebridge street,,kensington,2228,nsw,19271028,29,02 18119085,8751867,5
13840,jake,williams,14,magrath crescent,,ebenezer,6230,vic,19790527,,03 12493124,6249406,8
23530,jacqueline,benson,252,alfred hill drive,,croydon,6163,qld,19050205,,03 50475787,7557108,0
6750,jamie,macmahon,22,inwood place,,parafield gardens,3156,vic,,24,07 51395099,6252393,8
15500,saara,jaensch,97,northam street,,scullin,2913,sa,19040223,26,02 17585149,9320248,7
21100,juliana,coombs,35,candlebark close,,guanaba,2256,qld,19981105,33,04 22481137,9646939,3
4180,mia,pryor,163,,,mosman,3201,nsw,19891017,,08 84002124,3963281,7
10950,natassia,hibbert,570,,,beacon hill,2160,nsw,19870217,20,02 66460481,2777101,4
