rec_id,given_name,surname,street_number,address_1,address_2,suburb,postcode,state,date_of_birth,age,phone_number,soc_sec_id,blocking_number
49370,elly,moore,52,bimberi crescent,,dandenong north,6160,vic,19430228,24,04 94320431,4432008,9
7130,jenna,pritchard,14,dexter street,,warrawong,4879,vic,19981208,38,07 88451280,6413199,2
38590,daniel,roach,55,supply place,,heathfield,0880,nsw,19670215,29,07 07809817,7871172,0
43380,brydon,menei,17,myall street,bayview shores,flagstaff hill,4121,nsw,19971201,29,,5600187,7
46490,jack,aimann,97,,rosetta village,narre warren,3095,vic,19300125,33,02 21435893,8293110,2
22640,nathan,dunn,9,kallara close,garabaldi,pentland,2750,nsw,19760317,28,04 67991215,2925909,2
46010,katelyn,knifton,29,hammond close,,seven hills,2260,vic,19540110,29,08 04115645,1113018,1
6940,riley,mckelvie,10,armfield place,rsm 849,claremont,4670,vic,19191214,28,03 32748539,3839363,9
5330,amelia,zhang,37,dwyer street,,revesby,2026,,19280716,,04 73258263,7930311,9
59070,caleb,ivanoff,7,fidge street,,merrylands,5095,wa,19870407,,02 54685836,4067137,8
44170,lachlan,carr,4,casey crescent,,warilla,3031,vic,19690213,42,03 09778091,6968768,9
28510,lewis,crowe,5,wyselaskie circuit,,griffith,3698,nsw,19110521,35,07 51809832,9990377,7
4080,riley,arnold,327,dalgleish close,,tamworth,3057,qld,19430119,32,07 67516943,7788781,9
6710,kiara,dunn,134,arrietta close,,fairfield,7216,tas,19961219,23,04 30564879,7819039,6
49390,ruby,wennan,154,alsop close,,wangaratta,0870,qld,19041021,22,03 54351483,4708169,1
32570,brielle,styles,22,kelleway avenue,doogallook,korumburra,4217,vic,19901018,26,07 03269351,7660567,1
9010,luca,stephens,4,dash crescent,,tuncurry,2085,qld,19771017,33,07 36584249,1687776,2
45850,felicity,fulham,5,oldham court,,carseldine,4210,wa,19280221,24,02 82403273,4346498,0
59180,lachlan,von bertouch,5,foveaux street,romarlea,blackwood,3984,,19380422,,02 86144540,4224628,2
27340,,scherer,41,mundays lane,,maroubra,3182,qld,19480110,25,02 83139455,3624637,5
46290,daniel,spink,64,arthaldo court,,ascot vale,3046,qld,19410930,19,07 73915510,6465598,5
17270,tiarna,collins,54,,,auburn,4226,nsw,19860223,22,07 18274521,7372345,8
52090,lewis,bell,586,arthur circle,edgewater village,yungaburra,2710,nsw,19270523,,07 40824555,5771451,8
18000,callie,jackson,240,sparkes close,,suffolk park,2729,vic,19241128,29,03 48897898,7012381,0
24660,taylor-saige,svingos,53,mcclelland avenue,,marangaroo,3030,vic,,26,07 45860335,6240461,9
32180,jack,hallion,43,rose scott circuit,blackwood lodge,moorabbin,4217,qld,19271126,,08 25472973,5931705,0
10260,benjamin,hadley,5,maconochie crescent,,collingwood park,2752,vic,19940218,36,02 96335873,2490136,7
10210,tarshya,mccann,6,la perouse street,rainbow ridge,lurnea,2360,nsw,19191224,34,07 76136969,3302923,7
7230,isabella,harris,26,heagney crescent,,bilinga,2850,nsw,19560430,24,04 85406691,4147774,2
41730,matthew,murdoch,23,barrallier street,,gladstone,4122,qld,19410401,25,04 30522190,9385889,6
23840,pakita,wing,58,biddlecombe street,,culburra beach,3941,qld,19810227,29,04 29448239,7638336,9
36060,alyssa,,6,booroondara street,laycock court,mount isa,3305,qld,19150102,,,3298901,3
6910,nicholas,murphy,17,howie court,buderim village,kambah,2261,nsw,19600708,32,07 78085327,9083293,2
14040,nicholas,abbot,185,gardiner street,lake illawarra vlge,cremorne,6060,vic,19150322,26,07 88963813,6180103,1
20710,sophie,gurner,1,hodgson crescent,winmurra,kent town,6025,nsw,19670128,26,07 07324326,9219511,4
45550,nicole,king,21,temperley street,,mortdale,2666,nsw,19321218,,03 98460975,3501163,7
11720,rory,atkins,50,battersby circuit,pelican homestead,morayfield,2060,vic,19401103,26,08 88182428,8027125,3
29530,jesse,pilgrim,20,loader crescent,locn 1412,somerville,2720,nsw,19200401,23,08 24934194,7091773,9
33300,lily,cryan,6,miena place,,redbank plains,2750,wa,19900516,30,07 34217214,7377424,0
41250,gracie,atkin,207,leahy close,glenbrook,naracoorte,6009,vic,19360222,,04 02554602,3633857,9
42110,konstantinos,venables,7,burtt crescent,cypress,south maclean,3579,tas,19760223,34,07 75774965,8512409,6
56640,jamilla,pisani,44,magenta square,limestone valley,neutral bay,5280,vic,,39,08 23800629,7714740,0
41260,lachlan,kiss,102,fullwood street,,banyo,4227,nsw,19170907,30,07 78267571,8992668,1
40660,meg,laverty,25,embling street,kianinny cabins,south brisbane,6290,qld,19750726,25,,8534166,3
26780,kiana,gibbins,6,bemm place,,lennox head,4815,nsw,19381116,,07 99231807,5622241,7
44280,stirling,taylor,46,caley crescent,,woolloongabba,2165,vic,19371121,27,07 52670622,4860653,7
38900,alexander,hughes,56,angas street,craig's acre,bayswater,3465,nsw,19211202,34,03 60878529,9187203,4
9050,kyle,hillebrand,75,helemon street,,burleigh waters,2251,tas,19201203,28,04 21205804,4133209,7
24110,amelia,pearce,2,tattersall crescent,combara,gunnedah,2067,nsw,19510614,29,07 10802837,1007012,0
30850,jarryd,dunn,8,oxley street,,king river,3337,vic,,27,03 40782021,4503180,2
47900,abbey,bettcher,96,simons close,bermingham,surry hills,7320,nsw,19300713,39,03 91741418,3940500,8
680,chelsea,myers,9,conyers street,,normanhurst,5118,wa,19711101,,02 40872854,8986205,9
47030,alexandra,becher,7,tauss place,,hove,2765,vic,19950517,30,04 58476158,5625595,1
4050,casey,joyce,14,fergusson crescent,cambrai village,woonona,4700,vic,19670125,,03 37351600,3018701,8
41840,polly,rose,51,osburn drive,brentwood head lodge,fitzroy,3136,wa,19410530,29,07 41930286,7122031,6
32810,jacob,hutchison,35,enright crescent,western highway,dundas,2617,nsw,19710520,30,08 88754827,4927992,0
26220,kalli,dwyer,63,sommers street,raymond island,hurstville south,5092,sa,19740417,,04 41074165,5144970,6
56340,olivia,schaefer,11,brennan street,,potts point,3034,vic,19901104,25,03 05068129,2840314,0
48810,charli,stanford,42,ennor crescent,,peak crossing,4226,,19740313,34,07 64701099,7895940,3
28860,alice,bradden,10,mana place,millbank vlge,nunawading,4630,qld,,38,03 87328275,5707836,1
44690,thomas,atze,12,cromwell circuit,miowera downs,dubbo,5211,vic,19820520,29,04 00643389,5735483,4
44300,nacoya,tomison,10,albermarle place,,altona meadows,6564,vic,19570321,24,03 11954654,1924533,3
11700,jack,evely,29,duggan street,belargo,waikiki,3690,qld,19710523,29,02 96203316,5065894,5
9350,taylah,chan,15,wallaby place,panorama farm,woodville,2232,nsw,19190804,,02 87117029,2209715,9
24270,schkirra,fennemore,29,trussell place,,canterbury,2594,nsw,19461123,23,,7188179,1
6390,mia,wardlaw,22,fitchett street,,port lincoln,3192,wa,19560718,,,2056393,0
30290,dakota,oakley,11,wallaroo road,,byfield,4670,tas,19420620,29,08 85872683,7002787,5
11730,macormack,ayling,8,agnew street,bungalows vlge park,mile end,3264,nsw,19590625,23,02 80827959,5582416,1
5530,olivia,mosey,21,nambucca street,,tumut,4306,sa,19261219,36,03 29191765,3588528,6
16670,kaitlyn,little,160,watkins street,spotted gum grove,grovedale,2456,nsw,19610418,25,07 27742820,5643015,9
19210,hayley,vickers,1,statton street,,grenfell,5163,qld,19060920,37,03 28495319,7351100,7
13730,gabriel,shanahan,9,northmore crescent,keeroongooloo,cannington,2680,nsw,19960706,34,07 93994585,3001109,4
45120,jaime,clougher,47,,,frankston,3373,,19920115,30,02 36550136,7222029,0
28790,matisse,smith,4,callaway crescent,,granville,2603,,19111212,35,08 52420912,1718048,0
33870,larissa,atkinson,53,kingscote crescent,myall plains,mittagong,7010,tas,19841007,25,07 10352034,6299551,5
4970,clement,lehner,18,,,yunderup,3174,nsw,19541202,,07 21743435,3247467,8
3650,ethan,bennett,202,alfred hill drive,elouera,ettalong,2289,qld,19190524,27,08 12300627,3552613,3
32000,rebekah,twining,57,crozier circuit,,new gisborne,3377,nsw,19821012,28,08 30109518,6247415,9
29780,kobe,kadirgamanaphan,68,bainton crescent,,blacktown,3166,tas,19170826,33,04 58706845,2499756,9
37070,lilly,probert,16,ashley drive,southdown,mandurah,5082,nsw,19011021,23,07 46121103,5371041,7
46060,cain,kennedy,3,chewings street,villa 6,miranda,3912,qld,19000911,39,08 45929996,9176603,7
19160,mitchell,o'byrne,20,ern florence crescent,whispering pines,collaroy,2518,qld,19170322,28,04 83308299,1367952,9
35750,lachlan,berry,1,james smith circuit,brentwood village,monteagle,2068,nsw,19510805,31,03 05263675,7642682,5
6780,elly,parker,41,giles street,,biloela,2450,vic,19230705,29,08 22037800,9163493,4
6520,michael,cowham,276,hilder street,,wodonga west,2852,vic,19210910,32,03 80337709,4039382,4
59190,bailey,,36,currong flats,,wantirna,6175,nsw,19330413,,03 87332849,3095746,7
23060,lucas,vuolo,55,tindall place,chatsworth east,mount duneed,2545,vic,19051226,38,08 72949699,7811670,8
58130,jade,,4,conway place,,,4179,nt,19080129,24,03 51172369,9370461,4
47770,kira,,33,araluen street,bannockburn,woolooware,5114,qld,19660805,33,04 11133601,5767121,8
28450,jessica,tyler,711,heagney crescent,,liverpool,2339,,19910502,,08 40850364,6016877,7
8170,ty,williams,2,macgregor street,,burwood,4470,sa,19290331,46,08 37420937,3934622,1
10660,jack,pech,8,carslake loop,,forrestfield,2085,wa,19630822,22,02 61635252,5578817,9
24740,laura,talbot-price,22,,,huntingdale,3658,vic,19160224,36,,8888866,5
52490,shona,leslie,4,biffin street,,parmelia,4021,,19370601,29,04 11218535,2453199,8
54880,jacob,upton,34,barr-smith avenue,,kogarah,3380,sa,19990819,28,08 66283914,3603137,7
15820,patrick,o'toole,,pidgeon place,,elizabeth south,2902,,19960503,,02 35123645,2741260,7
11970,thomas,rositano,90,national circuit,,willagee,4151,vic,19200914,27,02 06880528,9511676,6
56470,makenzi,lemezina,3,matina street,,warrnambool,2088,,19810114,38,03 28690456,9560083,1
57290,sybella,morgan,511,bauhinia street,,morphett vale,6233,qld,19990121,34,04 25538519,9446211,0
12420,alexandra,van kaathoven,27,barnett close,,shepparton,6056,wa,19790130,34,08 65177597,7846135,3
4140,brooklyn,craw,69,edols place,oaklands vlge,dayboro,2250,qld,19620227,25,03 28305800,2900076,6
57920,,graham,25,matina street,hawkins village,oakleigh,2265,qld,19071127,27,02 31146664,9622990,8
1750,james,geue,5,heard street,yarrandale moonee,connolly,2260,,19040227,36,04 14476984,8891237,0
23450,elysse,harrex,6,werriwa crescent,,east victoria park,6103,sa,19170623,34,04 78921873,4256733,4
960,john,stephens,3,lightfoot crescent,irymple,orana,2617,sa,19430509,32,04 42805602,8291658,8
54810,madison,mcglashan,200,julius street,,harbord,6502,wa,19690424,18,07 85253517,9246774,6
46570,olivia,burton,5,,,dulwich hill,7015,,19131022,29,03 22944427,2868282,3
23930,ethan,hore,16,banfield street,,tarragindi,3806,vic,19170407,37,03 94086815,2943342,0
3540,bridget,colagiovanni,45,healy street,the trees,canterbury,2027,nsw,19100603,22,07 15191062,9162833,9
12260,silas,white,2,jansz crescent,,padstow,2029,nsw,19421217,,07 35808048,7213057,0
5510,emiily,somogyivon,11,hobart place,,evandale,3672,nsw,19520825,34,02 04017675,9815505,6
4150,john-paul,kavanagh,25,kosciusko avenue,,woodcroft,3806,nsw,,42,04 36227978,1283504,3
47380,dylan,ratcliff,165,mullan street,,five dock,2306,,19360131,31,,1733697,4
13010,emiily,grant,6,port arthur street,,rye,3015,vic,19521117,26,08 27265158,3571154,5
25440,nathan,smith,159,fink crescent,,beauty point,4127,nsw,19480901,30,04 18580447,9239561,5
3480,jacqueline,rebellato,82,swanton street,,wandin north,6230,vic,19680510,34,03 92553409,5401547,8
43350,georgia,sullivan,193,marulda street,,blackalls park,2560,,19870315,28,02 04360890,9360824,0
22570,riley,wacyk,22,foxall street,,mackay,5092,vic,19901031,27,,1480962,3
45310,jasmine,boroky,83,monaro crescent,,moranbah,6100,,19280708,,02 95769653,9508013,7
18760,ella,perry,13,lewis luxton avenue,danric lodge,preston,6027,,19361013,33,02 32025464,3713809,9
40,george,brockhoff,591,pandanus street,,cobram,6210,vic,19161220,32,07 92642516,5516678,3
4860,alex,hughes,46,clancy street,,tyers,3196,sa,19231121,,03 91310402,8495642,5
22530,hayden,pham,1,starke street,glenn,woombye,2000,nsw,19420111,25,04 34217046,8076189,2
39280,stephanie,rowe,11,dexter street,,connells point,3215,qld,,36,08 19602088,3116457,6
49900,kristen,dutton,52,hillebrand street,studley park,runaway bay,2528,nt,19491115,25,03 66735170,7118731,3
55530,jean-claude,hill,6,albermarle place,telopea park,ararat,2460,nsw,19160923,21,02 15561356,9213672,3
42380,hannah,tomlin,62,lindrum crescent,,morisset park,2233,nsw,19361006,29,04 04290269,4086926,3
43780,madison,hines,19,aspinall street,moonan,north haven,2913,nsw,19791201,30,03 31062331,5492710,9
33660,jaiden,newport,294,charterisville avenue,tilpa,condon,7006,wa,19531224,39,08 90780740,5706783,8
50800,taalia,ball,17,greenough circuit,,clayton,2770,nsw,19701118,,03 12411954,8646693,8
48960,jaiden,saarinen,31,riordan street,,middle swan,2536,nsw,19000926,,08 72241248,9344749,7
39880,liam,jager,183,,,new norfolk,3121,nsw,19071226,24,08 13393927,2283247,7
5200,reganne,van kaathoven,7,dunstan street,,wentworthville,4880,nsw,19121114,30,03 21802394,4864032,9
53850,elli,hutton,12,maraar place,kenmore tavern plaza,thornleigh,3167,act,19261117,26,04 37669338,9843308,1
3850,rhys,tasca,12,vasey crescent,fairlea,blacktown,2206,nsw,19290114,24,02 38473459,2366557,3
34470,joel,barwick,357,reveley crescent,millridge,dandenong,3793,nsw,19810908,21,04 18384874,4170781,1
3950,chelsea,,8,harrington circuit,heathfield,coolamon,3093,qld,19920130,20,03 85155938,1947542,8
53370,mitchell,hogan,49,moorehead place,,tweed heads,3028,vic,19960815,22,04 95637207,9875633,2
47230,samuel,holloway,4,bertel crescent,,toowoomba,2320,,19730524,41,02 31561397,7583510,8
22210,jacobie,partis,70,corbett place,prospect,highett,4211,,19620417,25,03 07197131,7135869,8
27770,beth,dolbey,28,galibal street,,berwick,7248,nsw,19061107,34,03 44583182,1369598,0
32170,chelsea,raby,,miller street,kenton cottage,penrith south,3805,qld,19880706,28,04 89723622,1769462,9
15180,makenzie,claridge,255,eldon place,,mordialloc,2618,vic,19260423,38,03 26700845,6359027,0
11370,jesse,crawford,601,conway place,,carnegie,3076,qld,19230219,,03 01674086,3969652,6
48040,stephen,craike,27,london circuit,,werrington,4700,tas,19420319,30,07 88317233,2796872,7
59880,samuel,osborne,79,chermside street,glenoris,prahran,3941,vic,19871005,26,04 38616857,2639611,1
43180,michaela,hammond,48,burdekin street,,kapunda,4563,qld,,30,,6413680,6
15530,georgia,lehmann,3,zamia place,,laverton,4157,nsw,19441031,36,04 08947309,6532210,5
21000,alana,petersen,161,dethridge street,,fawkner,3551,qld,19850308,,02 29322945,8225564,1
11620,samir,clancy,158,aspinall street,lpr 706048,melton south,6025,qld,19950406,36,02 32290832,8375996,6
58040,maya,bremstaller,26,scrivener street,,roxburgh park,2615,wa,19960711,,07 36803993,3559395,4
56260,kayla,balloch,14,kater place,,kensington park,2164,nsw,19170412,33,04 68349895,5753282,4
19370,bradley,reddy,74,uriarra road,villa 27,rockhampton,6111,tas,19610928,29,04 14010348,5203904,8
8540,harley,,45,namatjira drive,,warrane,5173,,19680512,31,07 88659563,9791547,8
32860,emiily,wode,11,port jackson circuit,,thirroul,6019,tas,19520929,,04 02363082,2913748,7
6350,oscar,george,58,dickinson street,,gymea,2768,nsw,19371224,32,03 35007422,7306781,9
30300,oliver,jefferson,12,jabanungga avenue,,five dock,2144,nsw,19250116,32,04 74882251,9274375,5
28570,callum,sonntag,61,hayward street,,queanbeyan,2072,wa,19061112,29,07 45237038,4754945,7
130,ethan,kuhr,38,stace place,wildwood,taree,3862,wa,19790724,34,07 73050598,8242362,2
41630,erin,cary,61,reuther street,,deer park,3156,nsw,19900601,26,08 57979052,1105729,8
30830,kelsey,goodwin,6,grylls crescent,buena vista,st kilda east,3173,nsw,,42,07 16357528,7356120,4
21360,tanyshah,james,157,maconochie crescent,,creswick,5473,,19370925,24,07 36450942,5015913,1
32910,brydon,lehmann,30,stutchbury street,,strath creek,5022,vic,19920102,38,,5305864,3
54230,jarred,joy,142,,beltana,cannington,2168,sa,19570414,34,04 29798064,5332571,9
25570,benjamin,murphy,51,vasey crescent,surfrider carvn park,harbord,4306,nsw,19650418,31,04 15841226,4547357,5
21310,joel,hall,37,glossop crescent,,lauderdale,2480,nsw,,37,08 49207944,9907718,4
13000,sam,klement,73,skene street,,quakers hill,2282,sa,,25,08 29626476,4337381,5
22940,luke,collier,1,maddock place,,mount lawley,2144,vic,19850922,25,02 05861448,5806937,6
18020,dakota,crook,9,holden crescent,,st marys,3073,act,19860128,32,04 24025329,6917573,6
1320,sarah,molde,1,hassell place,yallambee,cheltenham,2076,nsw,19870520,31,02 27871861,3723905,8
54190,noah,yoon,5,prell place,clifton villa,carrum,2165,wa,19830114,,08 82913349,1690213,0
19080,anita,winnick,21,narryer close,,carlton north,6022,qld,19160711,27,02 98297951,6961370,7
21860,eliza,schmidt,104,arabana street,,cremorne,4152,nsw,19520506,30,04 90711205,9620276,6
54670,leah,harding,3,hindmarsh drive,omaha,kingsthorpe,6164,qld,19850728,25,07 67850643,7329741,2
44420,taylah,ferguson,4,ogilby crescent,,mackay,4207,vic,19120303,21,03 97860352,4276561,1
53360,caleb,irving,7,fortitude street,oceanview lodge,kialla,3350,qld,19260224,38,03 21688532,9931555,3
12840,emiily,brolese,4,tinderry circuit,rothesay,cammeray,5164,qld,,36,08 40930831,9073497,5
3830,anneliese,seaman,39,macedon crescent,wollongong lesuire resort,burwood,2071,vic,19660104,33,03 31908361,8237168,9
45010,cassandra,bastin,21,therry place,,port melbourne,2148,sa,19650825,26,08 45380231,5543655,7
23680,cameron,costello,29,bambridge street,colonial caravn park,goulburn,3131,nsw,19741013,31,03 36191817,7482392,1
6740,lachlan,foster,10,wybalena grove,cutler vlge,chatswood,2420,nsw,19930510,27,02 55455419,7964610,7
52420,chloe,hicks,4,helemon street,brentwood village,para hills,2903,qld,19740402,34,04 95243342,5223210,6
47710,caitlin,duffy,311,arinya street,,parkside,2196,tas,19150607,,07 70450679,9681281,0
32290,lukas,mcdonald,122,mcdowall place,glenford,hurstville,4303,vic,19220402,42,,4112210,6
12520,pakita,duckett,209,east place,roskhill,thornlie,2425,,19640304,,02 17104388,7695887,9
44390,madeline,ludlow,359,staunton place,,pakenham,5098,nsw,19750802,36,07 67250559,3433449,6
53820,paris,pearson,23,carpenter close,flt 5,inverell,2153,nsw,19010214,36,08 45654792,8926385,1
45630,brodie,vogel,13,jenkinson street,,blacktown,4737,tas,19490428,27,04 66051180,7893194,0
42350,lily,carson,6,jewell close,,ferny grove,4215,qld,19340526,33,03 88390459,8895859,3
7250,francesco,perkins,1,mackennal street,glenelg,bankstown,5126,tas,19410426,32,02 72975175,3706478,0
19360,imogen,richardson,30,wakool circuit,grasfeld,toronto,3121,nt,19970728,31,08 98997773,3847800,3
46330,jacob,dalkos,19,jennings street,swainston,clayfield,2564,nsw,19871120,25,02 20513872,6314833,8
18100,oakleigh,fraser,12,nicklin crescent,,buderim,4208,vic,19411002,,08 94019573,2306402,4
17260,caitlin,dignam,51,scrivener street,,st james,3011,nsw,19830310,24,07 44279177,2774260,5
2200,jacinta,rogers,1,lefroy street,st andrews village,erina,4500,sa,19820826,29,08 31393261,5419434,6
51290,benjamin,wilson-sykes,117,rene street,,hay,2315,nsw,19860104,23,07 17260301,2346959,5
24750,jenna,torrents,5,jacobs street,,chatswood,4655,,,32,02 49402733,6106224,5
45990,leon,brown,31,o'rourke street,,canberra city,4870,nsw,19330810,22,08 76568136,9249903,2
51830,carly,cain,13,findlay street,leeming retrmnt vlge,pooraka,2046,nsw,19281020,28,04 43634478,2465215,2
23960,pearson,dunnage,41,fullerton crescent,clairmount,torrensville,3977,wa,19301223,24,08 10535600,3319724,2
59980,chelsea,hall,16,prior place,,,3018,qld,,30,02 63465102,5058827,8
22960,joshua,holland,57,downard street,,tully,3172,,19621111,40,07 49932945,9887029,6
23480,jemma,jones,20,pasley place,,greenwich,4551,,19150119,29,08 66713116,6792861,2
25270,layla,ring,46,givens street,reveree,stanthorpe,3049,,19880728,,,1777375,3
45890,madeline,burns,3,brill place,fairfield house,glebe,2176,,19410503,22,07 10391236,1204733,3
30530,amber,strazds,76,fitzhardinge crescent,,artarmon,2086,nsw,19800223,26,07 69282070,9804953,9
43290,meg,tucker,18,maltby circuit,zamenhof,nickol,3106,qld,19030801,36,02 76586946,1742154,8
33040,isabella,emms,7,dennys place,,plympton south,4798,vic,19961106,,03 37225567,6197943,8
36800,thomas,keyte,21,grant crescent,,botany,4870,nsw,19271223,35,04 84956200,4606719,8
15590,hugo,hansford,21,longmore crescent,,keilor east,4818,nsw,19530619,,03 73915693,1205801,8
59910,amy,smith,102,mackellar crescent,morangarell,north adelaide,2539,nsw,19940618,23,08 87049724,7028251,0
54470,georgia,wauchope,2,brookman street,,gowrie junction,3055,nsw,19130404,32,03 52540932,5211343,5
49850,kate,farrell,3,gollan street,,wellard,5108,vic,19721203,32,07 78990381,7127955,9
53910,amy,vujic,30,,,pine point,2112,wa,19331216,29,07 41987479,3348922,9
16790,lewis,morton,1,hilder street,,cooloongup,6027,,19661228,16,04 91061663,5768318,7
11540,carla,thomas,40,sturdee crescent,,myrniong,4207,nsw,,26,02 56227424,9926548,1
34050,noah,criddle,48,cruikshank street,,edensor park,4510,,19700721,23,02 39415950,1456003,4
16860,amber,,6,cumberlege crescent,edinglassie,punchbowl,3191,vic,19990301,27,02 99442006,6153173,4
34450,lara,morris,1,wirilda street,coates hostel,scone,6062,nsw,19731123,24,07 71848709,6363075,8
30720,kyle,short,1,pettifer place,lake bonnie caravan park,warburton,3199,tas,19810714,17,08 82243422,8313729,5
59860,amy,henry,26,ebden street,,semaphore park,,qld,19730625,26,07 06950521,8052159,8
39870,georgia,matulick,6,port arthur street,,stanthorpe,3550,,19480315,,07 22941556,1722354,5
52830,shannon,wood,33,dorrit black crescent,,mount pleasant,3984,nsw,19680902,36,04 87221377,1848819,8
50450,taylah,windsor,80,rich street,st francis village,moorabbin,6429,nsw,,30,04 64415200,5205865,2
32730,riley,o'conor,101,waranga place,,rosemeadow,2145,nsw,19381121,38,08 22239470,6240931,5
48220,shanaye,ramsay,35,harpur street,,murrumbeena,3162,vic,19200827,31,02 62196880,7844906,9
10750,lillian,scribner,20,nunki place,wollartukkee,concord,2621,nsw,,,03 12413872,1305323,6
19500,isabella,barnes,218,kanga place,,ocean grove,5113,nsw,19490903,,02 28769689,4186476,5
45820,taliah,griffiths,15,ern florence crescent,kolamby park,chester hill,5041,sa,19760118,33,08 76818042,8680837,7
10220,sophie,huxtable,32,chauvel circle,,moorabbin,2099,nsw,19100419,29,02 69503515,8508723,2
24810,blake,kaesler,108,badcoe street,,doncaster east,2075,nsw,19220914,26,07 88783658,5209032,6
18370,bryce,sorgini,114,matina street,raaf 16,yokine,4103,nsw,19620401,,07 34057031,6417812,1
160,nathan,telfer,1,laidley place,unara,dundas,3150,qld,19460531,27,07 72791354,7235977,3
19430,emiily,crnjac,32,julia flynn avenue,bowood grove,narellan,2250,nsw,19850203,36,07 45428635,4732686,5
7640,charlotte,spencer,28,casey crescent,fairview,carlton north,3272,wa,,20,07 74513485,2912461,6
38700,jordan,samia,140,croton street,,sydney,2168,nsw,19521104,35,08 99905818,3655669,0
12140,thomas,vandepeer,,kenyon circuit,,dianella,7173,wa,19190107,22,04 28591196,4985618,2
34500,liam,springall,5,appel crescent,,prospect,3300,qld,19340108,,03 95888842,8198488,1
44810,jean-claude,o'keefe,12,carrington street,,aspendale,3186,nsw,19851226,23,04 19641316,9435083,7
4420,mitchell,becker,14,sullivan crescent,,kingswood,3805,act,19410930,24,07 48453657,3119055,0
8530,joel,southwell,,fuhrman street,millwood,natimuk,6285,vic,19480228,25,04 96501471,5849405,8
55050,koula,o'halloran,67,morton street,kincumber nautical vlge,bentleigh east,4300,,19970822,32,04 82144543,5606306,8
53890,kirra,zantvoort,4,northbourne avenue,,oakleigh,3805,vic,,23,,9059320,6
26910,jared,brown,4,strickland crescent,carlton,tamworth,4068,qld,19690107,37,03 48469663,9290445,8
54610,isaac,crosnier,6,nardoo crescent,llantwit house,huntingfield,4104,qld,19890718,27,03 53696029,6718881,3
37560,emma,witcombe,21,beltana road,wrhse 4,st ives,2290,nsw,19230810,,02 21898442,9397700,4
37390,anneliese,macdiarmid,59,loder place,,park orchards,4012,qld,19070226,29,07 02046470,4100227,6
48560,elijah,neumann,20,mackennal street,,mount gambier,3448,vic,,,02 60494019,4435796,9
1850,olivia,mentasti,47,bandjalong crescent,gundamain,bexley,3796,nsw,19251208,28,08 97150731,3886934,9
45060,jack,liakos,32,kater place,,bundanoon,3498,wa,19861027,37,02 95663300,8830395,5
12770,anastasia,bobbin,160,,mulberry farm,daceyville,2285,vic,19991229,,02 49158780,4642979,0
8310,samantha,jury,46,monaro crescent,,newtown,6152,act,19920803,37,08 50342289,1412919,0
10030,abby,depina,37,denny street,,queanbeyan,2650,qld,19850206,,02 86681976,7195695,8
47790,georgia,learhinan,10,mcgill street,,woodville park,2290,nsw,19580417,29,07 56196424,3077902,5
43040,robbie,murray,15,biraban place,,page,2111,vic,19461223,30,04 74127270,1193793,1
44560,sarah,wielechowski,99,paul coe crescent,loc 1499,guildford,3844,,,44,08 81580088,3063251,7
31350,chloe,woods,67,kingsford smith drive,,inala,2617,,19340618,,07 07634709,8806694,4
54520,aidan,longley,29,rohan rivett crescent,pmb 63,richmond hill,2515,nsw,19971128,27,03 16313485,2961271,9
34060,bradley,kupe,54,sullivan crescent,,balcatta,3143,vic,19290323,,02 28485077,5027301,7
57510,lucy,hodgetts,81,coverdale street,,ferny hills,2208,vic,19990929,32,02 58710005,3114613,8
53190,sophie,roads,18,dore court,,girrawheen,3170,qld,,29,03 15986215,6407989,5
46690,isaiah,lay,1,shakespeare crescent,orana lodge,scarborough,4170,vic,19731122,28,08 25464771,2230960,3
54210,madeline,truong,38,dumaresq street,,chipping norton,4570,tas,19131124,31,04 81832513,6830956,2
8940,dakota,krake,2287,bateman street,,hurstbridge,4019,qld,19250918,33,02 81808917,9567202,8
4880,kelsey,greatbatch,90,,,queanbeyan,2090,sa,19600106,,07 66847371,9038837,7
3220,emiily,harding,157,house circuit,murray park,morningside,6168,wa,19420102,43,07 51446689,2488761,3
18260,madeline,capogreco,29,,,rosebud,4217,,,,07 72555178,8861062,4
8350,olivia,lees,5,anzac park,,manly,3227,qld,19300817,31,08 54868058,6872872,6
41030,alicia,catford,277,yanda street,remo,galston,2761,nsw,19381211,29,07 61894452,2751433,1
25560,ella,corney,4,baseby place,girraween,woonona,7190,nsw,,29,03 56179092,2888207,6
46360,chloe,,34,northcott drive,,caulfield,3672,qld,19321130,36,07 01079715,2862410,9
52000,tommi-lee,morello,5,macadam street,marston,collingwood,2217,nsw,19220108,33,08 33424737,7389304,4
48160,drew,dicker,10,macrossan crescent,,lakemba,3427,nsw,19220711,,08 66493799,1417574,0
53060,christopher,packwood,22,mclean place,echo hills,ballarat,3844,vic,19181120,35,03 22975241,5967629,6
53560,aidan,stacey,4,haines street,avondale,beaufort,3500,qld,19071027,28,08 10271370,6546669,2
16120,benjamin,moore,4,marcus clarke,,beecroft,2701,tas,19021218,25,07 10468941,6908498,7
43260,jordan,bradshaw,59,jess place,air force memorial est,werribee,5087,nsw,19331228,,07 06726433,4450523,8
6500,ryan,saunders,14,howitt street,the richard house,joslin,2318,vic,,30,04 76939943,9060812,2
